RecordID,Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
55,25.417784,34.993998,8.2812765,7.1986832,0.00102000,22.71051343
56,25.540918,35.041474,8.2729486,7.3670139,0.00102000,23.02487019
57,25.641533,35.043242,8.2858475,7.2995679,0.00102000,23.61796434
58,25.685278,35.116590,8.3027802,7.2061849,0.00102000,23.19527704
59,25.972011,35.090278,8.2795270,7.1510559,0.00102000,22.93212189
60,26.031119,35.127295,8.2594098,7.2301510,0.00102000,23.98115307
61,25.879218,35.093862,8.2518185,7.3216036,0.00102000,23.24807067
62,25.578606,35.121391,8.2698533,7.2244497,0.00102000,23.56875737
63,25.487289,35.065892,8.2607615,7.1301602,0.00102000,22.84691504
64,25.759165,35.078514,8.2659463,6.9513540,0.00102000,23.15722083
65,25.810393,35.045899,8.2632423,6.9701850,0.00102000,23.51481922
66,25.940958,35.017928,8.2531594,6.9382608,0.00102000,23.30075925
67,25.682130,35.001936,8.2647794,6.9601703,0.00102000,23.97805379
68,26.050441,34.997185,8.2767727,6.9503720,0.00102000,23.97995434
69,25.917784,35.031185,8.2717457,6.9550570,0.00102000,22.96084033
70,26.168734,35.043312,8.2429436,7.0290750,0.00102000,22.80941816
71,25.989055,35.125015,8.2387137,7.0391836,0.00102000,22.85787086
72,25.903338,35.161521,8.2303046,6.9309495,0.00102000,22.60905895
73,25.688314,35.167253,8.2186870,6.9345365,0.00102000,22.86009580
74,25.767067,35.142436,8.1983622,7.0374380,0.00102000,22.83466971
75,25.986216,nan,8.2153474,7.1888721,0.00102000,23.13756820
76,26.012178,nan,8.2183767,7.1551827,0.00102000,23.09803422
77,25.871863,nan,8.2185630,7.0196590,0.00102000,23.07245467
78,25.821733,35.189376,8.2279178,6.9672311,0.00102000,23.22997361
79,25.905499,35.228409,8.2338720,7.0260818,0.00102000,22.80747472
80,25.782907,35.216078,8.2498673,7.0483374,0.00102000,23.26611492
81,25.674002,35.205095,8.2929975,7.1552121,0.00102000,23.11175714
82,25.739631,35.179844,8.3076801,7.0917176,0.00102000,22.66951492
83,25.903757,35.131200,8.3162981,7.1230710,0.00102000,22.93603351
84,25.825128,35.153392,8.3120960,6.9362024,0.00102000,23.03258637
85,25.689746,35.233538,8.3097804,7.0000752,0.00102000,22.86240849
86,25.715712,35.197251,8.3470091,6.9971125,0.00102000,23.37759879
87,25.976822,35.150678,8.3006579,7.0370951,0.00102000,22.93020061
88,26.199708,35.076211,8.3279831,6.8243546,0.00102000,23.56508926
89,26.186836,35.094799,8.2872054,6.7790837,0.00102000,23.50293126
90,26.018809,35.157911,8.2729100,6.9343981,0.00102000,22.41357391
91,25.955207,35.207306,8.2283361,7.0731037,0.00102000,22.87247373
92,25.902265,35.192287,8.2228092,7.1440043,0.00102000,23.20888782
93,25.950832,35.122260,8.2601478,6.9776123,0.00102000,22.55489550
94,25.860111,35.079331,8.2738167,6.8316355,0.00102000,23.29201234
95,25.964423,35.111040,8.2796730,6.7510404,0.00102000,22.84400010
96,25.968996,35.160470,8.2424077,6.7370866,0.00102000,22.44738974
97,26.125014,35.216555,8.2702111,6.8333263,0.00102000,22.94655590
98,26.020635,35.181293,8.2383132,6.8652428,0.00000000,22.72792822
99,26.159015,35.227905,8.2536398,6.8829333,0.00000000,23.03095729
100,25.735272,35.203157,8.2249053,6.9721760,0.00000000,22.04627728
101,25.502368,35.281826,8.2678992,7.2065692,0.00000000,23.00802554
102,25.151176,35.222235,8.2696875,7.2610681,600.00000000,22.88666107
103,25.310903,35.287705,8.2618871,7.4056991,0.00000000,23.39323258
104,25.535089,35.232112,8.2364371,7.3626175,0.00000000,23.43258341
105,25.657063,35.217641,8.2417283,7.5888324,0.00000000,23.10863116
106,25.798240,35.220662,8.2476023,7.6536973,0.00000000,23.14464258
107,25.562298,35.257429,8.3102213,7.7228366,0.00000000,23.45543034
108,25.553363,35.241665,8.3362266,7.7054943,0.00000000,22.20192727
109,25.507513,35.109966,8.3401185,7.6008044,0.00000000,23.28100947
110,25.620049,35.083788,8.3265088,7.4387220,0.00000000,23.14206243
111,25.646614,35.116332,8.2705677,7.3698629,0.00000000,22.55730446
112,25.457465,35.219260,8.2695816,7.3823745,0.00000000,23.18009538
113,25.342260,35.227670,8.2145480,7.4483234,0.00000000,22.42904374
114,25.339979,35.240309,8.2316783,7.4560863,0.00000000,23.60519132
115,25.538808,35.178067,8.1961555,7.3668737,0.00000000,23.03295026
116,25.723932,35.220081,8.2097383,7.3896474,0.00000000,23.14717375
117,25.856847,35.285064,8.2098488,7.4969232,0.00000000,23.61496626
118,25.653329,35.369205,8.2338931,7.5714716,0.00000000,22.16440391
119,25.601646,35.320998,8.2368147,7.3995940,0.00000000,23.80473379
120,25.430416,35.269879,8.2263596,7.3202523,0.00000000,22.36564832
121,25.387538,35.207611,8.2057600,7.1452953,0.00000000,23.19167784
122,25.458756,35.256420,8.2196710,6.9928262,0.00000000,22.88954362
123,25.409548,35.213774,8.1927723,6.7466830,0.00000000,22.95159674
124,25.577580,35.213758,8.2196259,6.7724495,0.00000000,23.57701076
125,25.511757,35.146923,8.1987060,6.8221987,0.00000000,22.15064326
126,25.646278,35.104440,8.2574100,6.8460522,0.00000000,23.08886467
127,25.546874,35.082400,8.2506073,6.6917133,0.00000000,22.55131190
128,25.570362,35.116976,8.2638012,6.6249010,0.00000000,22.90887610
129,25.592237,35.170663,8.2140528,6.5185600,0.00000000,23.23294442
130,25.463900,35.237334,8.2014373,6.6292096,0.00000000,23.17790360
131,25.506927,35.238350,8.1937771,6.6991668,0.00000000,22.56797480
132,25.674752,35.237648,8.2510480,6.7720442,0.00000000,23.53665575
133,25.817182,35.247125,8.2559058,6.8159640,0.00000000,23.07374049
134,25.743416,35.264698,8.2569071,7.0070158,0.00000000,22.65028732
135,25.368240,35.291323,8.2244737,6.9044337,0.00000000,23.03872754
136,25.560725,35.298570,8.2324741,6.6991786,0.00000000,22.80943408
137,25.503485,35.225270,8.2507556,6.3636860,0.00000000,22.98380633
138,25.791695,35.208158,8.2334891,6.4491357,0.00000000,22.50790499
139,25.678004,35.234717,8.2500882,6.6614621,0.00000000,23.35335094
140,25.665677,35.303666,8.2224533,6.9098508,0.00000000,22.99972502
141,25.467837,35.348880,8.2393947,6.9719187,0.00000000,22.69318505
142,25.645418,35.322603,8.1791371,6.9349587,0.00000000,23.16345569
143,25.629939,35.303644,8.2329396,6.8737208,0.00000000,22.86993347
144,25.434175,35.262619,8.2557173,6.8566787,0.00000000,23.31188107
145,25.200764,35.263448,8.2579078,6.7444381,0.00000000,23.35518468
146,25.380177,35.198575,8.2155677,6.7984404,0.00000000,22.92754155
147,25.607088,35.230053,8.2048643,6.8249306,0.00000000,22.76778416
148,25.748896,35.143015,8.2144477,6.8453493,0.00000000,22.95115078
149,25.397263,35.162110,8.2419743,6.8745688,0.00000000,23.15812008
150,25.519748,35.120683,8.2093479,6.7514042,0.00000000,23.67463152
151,33.557974,35.124896,8.2439062,6.8822144,0.00000000,23.37718957
152,33.898987,35.136900,8.2410827,6.9628307,0.00000000,23.21021916
153,33.739124,35.160357,8.2449774,7.1919641,0.00000000,23.08227981
154,25.466803,35.278490,8.2251368,7.3412666,0.00000000,22.80601587
155,25.389129,35.333408,8.2009777,7.2970940,0.00000000,22.78347016
156,25.399169,35.351056,8.2179875,7.2358098,0.00000000,23.00322048
157,25.643853,35.324394,8.2146194,7.1801734,0.00000000,22.97257873
158,25.606538,35.312673,8.2212611,7.2187087,0.00000000,22.88480580
159,25.752988,35.333101,8.2271005,7.2509423,0.00000000,22.76019359
160,25.402439,35.346107,8.2489041,7.1635065,0.00000000,23.59029679
161,25.357344,35.366076,8.3049344,7.1578806,0.00000000,22.97821421
162,25.239199,35.381702,8.3158477,7.2164974,0.00000000,22.70651349
163,25.488035,35.297737,8.2937763,7.2646467,0.00000000,23.04032643
164,25.376499,35.216692,8.2620666,7.1954612,0.00000000,23.21139667
165,25.195659,35.132566,8.2302688,7.1305940,0.00000000,23.18898125
166,24.960062,35.185859,8.2426557,7.1102282,0.00000000,23.30591220
167,25.109171,35.222541,8.2474676,7.1308016,0.00000000,22.99578379
168,25.231254,35.198230,8.2712105,7.1320376,0.00000000,23.16024601
169,25.415986,35.192711,8.2628622,7.0095929,0.00000000,23.42234553
170,25.460137,35.191409,8.2500854,7.0024890,0.00000000,23.01366019
171,25.542070,35.257495,8.2395162,6.9708867,0.00000000,24.24500372
172,25.549454,35.184519,8.2659288,6.9766612,0.00000000,23.11538645
173,25.567482,35.158741,8.2646477,6.8860036,0.00000000,23.01621244
174,25.561614,35.163540,8.2715510,6.8215192,0.00000000,22.79967516
175,25.645057,35.249837,8.2539532,6.8489069,0.00000000,23.38807542
176,25.595140,35.333938,8.2390996,6.8128906,0.00000000,22.86989202
177,25.643157,35.402879,8.2390382,6.7777648,0.00000000,23.50363530
178,25.574763,35.390548,8.2040815,6.7460310,0.00000000,23.21387457
179,25.616771,35.372028,8.2027562,6.7766488,0.00000000,23.53113216
180,25.576919,35.311524,8.1673480,6.7233986,0.00000000,24.27793979
181,25.530787,35.325320,8.1639778,6.7980371,0.00000000,23.38208939
182,25.485509,35.318689,8.1925009,6.8340917,0.00000000,22.86583946
183,25.618612,35.299318,8.2414236,6.9856250,0.00000000,23.25942806
184,25.639241,35.256191,8.2561804,6.9019415,0.00000000,22.86267421
185,25.548266,35.198960,8.2365981,6.7928035,0.00000000,23.84434389
186,25.516482,35.171122,8.2252098,6.6894871,0.00000000,23.85828894
187,25.496074,35.193518,8.2440803,6.7329981,0.00000000,23.21790872
188,25.652960,35.256644,8.3012767,6.7182701,0.00000000,23.77266484
189,25.563163,35.266632,8.2857875,6.6818568,0.00000000,23.21655949
190,25.573506,35.224878,8.3005990,6.7711331,0.00000000,23.96897551
191,25.645318,35.201525,8.2586334,6.7654032,0.00000000,24.12885623
192,25.602470,35.182720,8.2689698,6.8091284,0.00000000,23.72309305
193,25.573377,35.225686,8.2356580,6.5425740,0.00000000,23.90582164
194,25.396285,35.282754,8.2363743,6.5028920,0.00000000,23.86909580
195,25.417222,35.298921,8.2335951,6.2948652,0.00000000,24.17527258
196,25.301343,35.340027,8.2557416,6.3090606,0.00000000,23.74854178
197,25.305697,35.307265,8.2728157,6.3465952,0.00000000,23.67380224
198,25.173781,35.330535,8.2989417,6.4494194,0.00000000,24.14961892
199,25.336012,35.294019,8.2860970,6.4541633,0.00000000,24.19255236
200,25.278422,35.307348,8.2602155,6.4467406,0.00000000,24.28253959
201,25.202202,35.275889,7.1569260,6.4008124,0.00000000,23.84239276
202,25.071677,35.223842,7.1565547,6.3795109,0.00000000,24.03330181
203,25.238397,35.139101,7.1612866,6.3762465,0.00000000,24.01008959
204,25.464741,35.205763,8.2621115,6.4187227,0.00000000,24.29970855
205,25.595313,35.247383,8.2806788,6.5698521,0.00000000,24.68165567
206,25.540375,35.328000,8.2629933,6.4717725,0.00000000,24.23095557
207,25.501368,35.305095,8.2755096,6.3720140,0.00000000,24.72092635
208,25.592240,35.383320,8.2170780,6.1884146,0.00000000,24.44523316
209,25.676449,35.408775,8.2440277,6.2002117,0.00000000,24.95842280
210,25.669819,35.375978,8.2128462,6.2496363,0.00000000,24.58676336
211,25.531756,35.304353,8.2578485,6.2067397,0.00000000,24.68378515
212,25.572570,35.273286,8.2400304,6.3016883,0.00000000,24.86677516
213,25.613305,35.330457,8.2535257,6.2528306,0.00000000,25.17757646
214,25.597754,35.242461,8.2384755,6.4024011,0.00000000,25.15849494
215,25.356781,35.218120,8.2370407,6.4641341,0.00000000,25.18904262
216,25.303562,35.148319,8.2032933,6.7260465,0.00000000,25.06262928
217,25.091694,35.209306,8.2059929,6.8131822,0.00000000,25.08040832
218,25.101135,35.206037,8.1822833,6.6999207,0.00000000,25.31950646
219,25.115137,35.210328,8.1733707,6.6003829,0.00000000,25.04000530
220,25.328274,35.140525,8.1632274,6.6227630,0.00000000,25.27392187
221,25.255288,35.069465,8.1775972,6.8311073,0.00000000,25.39109257
222,25.154400,34.972928,8.1943381,6.7986065,0.00000000,25.77732360
223,25.173440,34.911809,8.1751442,6.7439470,0.00000000,25.73090624
224,25.256778,34.811269,8.1868003,6.5983388,0.00000000,25.22464550
225,25.283345,34.751287,8.1861925,6.7728187,0.00000000,25.87519538
226,25.287330,34.733298,8.1981321,6.8930931,0.00000000,25.95859703
227,25.366119,34.804937,8.1814483,7.0468202,0.00000000,26.67829683
228,25.452841,34.927636,8.1762173,7.0757832,0.00000000,26.32966412
229,25.491435,34.987359,8.1771131,7.0447506,0.00000000,26.76141468
230,25.492420,34.959983,8.1887592,7.0488444,0.00000000,26.88725261
231,25.435490,34.898342,8.2319731,7.1533798,0.00000000,26.96729056
232,25.412546,34.822173,8.2315528,7.2412334,0.00000000,26.68087252
233,25.533295,34.775807,8.2754453,7.3327739,0.00000000,27.33207432
234,25.633013,34.667675,8.2840484,7.3601426,0.00000000,26.82439141
235,25.728754,34.764814,8.3116702,7.3694588,0.00000000,27.52007781
236,25.731338,34.770053,8.2907980,7.5935237,0.00000000,26.32488559
237,25.743686,34.802031,8.3016119,7.4649561,0.00000000,27.13000558
238,25.797112,34.758103,8.3019761,7.5973592,0.00000000,27.81594820
239,25.726452,nan,8.2846955,7.3547781,0.00000000,27.12564246
240,25.748202,nan,8.2456694,7.4686277,0.00000000,27.57669294
241,25.561219,nan,8.2494607,7.4966592,0.00000000,27.44836167
242,25.637529,34.851799,8.2774944,7.4487913,0.00000000,27.42178048
243,25.697055,34.850829,8.2994667,7.4069639,0.00000000,27.29136350
244,25.744598,34.748183,8.3059496,7.3676431,0.00000000,27.37840819
245,25.638348,34.885116,8.2964678,7.5918569,0.00000000,27.28847877
246,25.423021,34.813743,8.2638238,7.6462223,0.00000000,27.67089826
247,25.571020,34.901579,8.2661551,7.6903773,0.00000000,26.62450311
248,25.772670,34.794365,8.2918856,7.7464729,0.00000000,28.21235376
249,25.938389,34.806946,8.3084356,7.8446320,0.00000000,27.27316021
250,25.854844,34.728928,8.3021857,7.8471131,0.00000000,27.85371707
251,25.730709,34.765231,8.2864887,7.7009320,0.00000000,26.97137896
252,25.714732,34.807908,8.3216156,7.5872724,600.00000000,27.31928598
253,25.673863,34.869671,8.3291758,7.5897615,0.00000000,27.30750561
254,25.597270,34.894423,8.3469680,7.7330910,0.00000000,27.79845929
255,25.514473,34.846955,8.2920547,7.7259085,0.00000000,27.72733868
256,25.260281,34.827323,8.2770596,7.6541760,0.00000000,27.40037550
257,25.155385,34.836912,8.2432943,7.5259459,0.00000000,28.20565031
258,25.379956,34.913427,8.2687127,7.6548813,0.00000000,29.13220216
259,25.798356,34.962605,8.2765667,7.6948148,0.00000000,27.76670291
260,25.835352,34.952285,8.3033935,7.6465175,0.00000000,27.92714899
261,25.658199,34.873234,8.3181846,7.6996166,0.00000000,28.56429178
262,25.585823,34.907889,8.3088924,7.7335204,0.00000000,27.84631976
263,25.744828,34.966703,8.2855370,7.7992604,0.00000000,27.23905183
264,25.846785,35.029719,8.2619715,7.6856753,0.00000000,28.08556265
265,25.667710,34.999961,8.2587761,7.7111589,0.00000000,28.26375539
266,25.570361,34.923840,8.2573410,7.6267523,0.00000000,27.73476736
267,25.660730,34.979693,8.2665145,7.6925364,0.00000000,27.14712722
268,25.860380,34.919114,8.2654307,7.6177646,0.00000000,27.42234287
269,25.866624,34.983249,8.3076374,7.6749564,0.00000000,27.41811401
270,25.700320,34.989587,8.3070460,7.7102628,0.00000000,27.78645266
271,25.576951,35.030938,8.3265931,7.8660983,0.00000000,27.46301437
272,25.716924,35.054846,8.3249456,8.1777164,0.00000000,27.27765315
273,25.535182,35.019293,8.3581627,8.1215374,0.00000000,26.61072205
274,25.574917,35.090060,8.3775938,8.2540792,0.00000000,26.63044634
275,25.525356,35.034795,8.3497337,8.1623299,0.00000000,27.11276138
276,25.805178,35.039575,8.3080136,8.3553196,0.00000000,28.07910234
277,25.983669,34.984444,8.2994452,8.3445983,0.00000000,27.03548984
278,25.918549,35.017919,8.3057380,8.3487880,0.00000000,26.68087467
279,25.636069,35.051640,8.3175566,8.3466444,0.00000000,26.87267858
280,25.360769,35.077093,8.3301537,8.4359151,0.00000000,26.84967644
281,25.360737,35.061339,8.3358357,8.4083342,0.00000000,26.34591934
282,25.651016,34.980050,8.3587409,8.3497005,0.00000000,26.87498453
283,25.696195,35.038390,8.3406734,8.0062273,0.00000000,26.39668209
284,25.475727,35.068728,8.3392054,7.9429443,0.00000000,26.72119370
285,25.378299,35.174866,8.3260479,7.8709908,0.00000000,26.66041685
286,25.473660,35.155414,8.3158720,7.9300946,0.00000000,26.58013086
287,25.952460,35.122699,8.3415805,7.9118778,0.00000000,26.44677308
288,25.841151,35.131308,8.3117724,7.8240192,0.00000000,25.94122625
289,25.793768,35.067547,8.3453464,8.0221977,0.00000000,26.40250319
290,25.551341,35.107954,8.3159688,8.0586947,0.00000000,26.12839364
291,25.679662,35.122591,8.2991410,8.1494706,0.00000000,25.57343251
292,25.774319,35.201321,8.2774042,7.9096847,0.00000000,26.13015577
293,25.767114,35.167621,8.2999813,7.8056948,0.00000000,25.72227414
294,25.866037,35.079496,8.3528124,7.7547354,0.00000000,25.39435560
295,25.628400,35.086062,8.3755633,7.7264720,0.00000000,25.73797652
296,25.564457,35.113136,8.3566010,7.7103415,0.00000000,25.11463049
297,25.367895,35.125838,8.3584870,7.6888015,0.00000000,25.43242920
298,25.493082,35.092678,8.3290008,7.7866576,0.00000000,25.14675027
299,25.542792,35.124340,8.3292537,7.7753449,0.00000000,25.35040843
300,25.642950,35.176382,8.3296730,7.7448280,0.00000000,25.29451778
301,33.801150,35.175173,8.3791310,7.6329225,0.00000000,25.70942798
302,33.826272,35.122825,8.3618724,7.7506779,0.00000000,24.77418388
303,33.598114,35.134042,8.3275255,7.8053426,0.00000000,24.77947052
304,25.568247,35.137154,8.2874739,7.8365015,0.00000000,25.10107067
305,25.513072,nan,8.3099514,7.6717470,0.00000000,24.45853213
306,25.740522,nan,8.3184449,7.5930037,0.00000000,24.41974063
307,25.529428,nan,8.3411665,7.4904744,0.00000000,24.82063305
308,25.589962,35.146957,8.3188397,7.5817879,0.00000000,25.08217819
309,25.533258,35.209077,8.3448737,7.5885716,0.00000000,24.70622869
310,25.591390,35.198589,8.3406221,7.5972872,0.00000000,24.35359123
311,25.667283,35.188371,8.3529741,7.5240903,0.00000000,25.32702012
312,25.509011,35.137980,8.3368605,7.3794362,0.00000000,24.37238707
313,25.538069,35.117801,8.3030139,7.2119015,0.00000000,25.09646932
314,25.386289,35.147924,8.2832867,7.1392933,0.00000000,23.96212446
315,25.675093,35.190892,8.2861756,7.1777637,0.00000000,24.03491100
316,25.658630,35.242659,8.2969098,7.1886232,0.00000000,24.52907693
317,25.764748,35.207572,8.3002922,7.0885476,0.00000000,24.60584673
318,25.681168,35.225401,8.2916252,6.9722405,0.00000000,23.74412365
319,25.686600,35.244859,8.2922699,6.9807144,0.00000000,24.10478181
320,25.739561,35.212386,8.3120153,7.0613069,0.00000000,23.41226607
321,25.691793,35.168937,8.3348703,7.0389225,0.00000000,23.39878835
322,25.558625,35.147941,8.3343110,7.1772246,0.00000000,24.24083267
323,25.547551,35.194497,8.3200939,7.0980192,0.00000000,24.32862716
324,25.665483,35.244474,8.3048481,7.2467864,0.00000000,23.65693130
325,26.121437,35.243653,8.2910753,7.1455043,0.00000000,24.13573732
326,26.017311,35.253814,8.2768784,7.1505701,0.00000000,23.62575270
327,25.987557,35.195562,8.2805364,7.0649207,0.00000000,23.26020072
328,25.617227,35.152250,8.2851925,7.0281404,0.00000000,23.56109619
329,25.521673,35.160724,8.2738007,6.9698695,0.00000000,23.12286165
330,25.328261,35.198075,8.2697142,6.9801573,0.00000000,23.42180492
331,25.419819,35.214197,8.2667354,6.9571768,0.00000000,23.85793161
332,25.491506,35.235979,8.2912941,7.0036115,0.00000000,23.44749254
333,25.585035,35.209839,8.2680942,7.0440304,0.00000000,23.46596292
334,25.456337,35.209985,8.2805931,7.1203628,0.00000000,23.12252538
335,25.506554,35.166451,8.3010749,7.0662933,0.00000000,23.89030284
336,25.597676,35.151133,8.3343503,7.0182935,0.00000000,23.82510284
337,25.786461,35.161023,8.3271034,7.0377152,0.00000000,24.04910057
338,25.756824,35.211455,8.3133695,7.1687275,0.00000000,24.06568410
339,25.571075,35.197626,8.3082404,7.1793931,0.00000000,23.89683562
340,25.600073,35.235762,8.3302097,7.2292571,0.00000000,23.50378621
341,25.780769,35.130938,8.3317598,7.3721511,0.00000000,22.92278620
342,25.862154,35.177604,8.3207992,7.4125049,0.00000000,23.24445326
343,25.937386,35.120048,8.2991606,7.3539604,0.00000000,23.44991347
344,25.988388,35.125582,8.2895450,7.2240964,0.00000000,23.00986871
345,26.033314,35.085696,8.3048241,7.3074438,0.00000000,22.46652255
346,26.009346,35.079597,8.3168037,7.3483247,0.00000000,23.67168750
347,25.912227,35.108289,8.3354044,7.4807319,0.00000000,23.37255982
348,25.856640,35.201928,8.3482487,7.5051342,0.00000000,23.07886411
349,25.842287,35.268235,8.3447526,7.5529332,0.00000000,23.31805782
350,25.607652,35.273037,8.3060173,7.5265160,0.00000000,22.80788048
351,25.579361,35.215585,7.1780544,7.4673853,0.00000000,22.69984335
352,25.344397,35.156764,7.1748972,7.4791069,0.00000000,23.75517228
353,25.440054,35.123155,7.2088654,7.5090256,0.00000000,22.97193882
354,25.577365,35.082571,8.2920715,7.6825361,0.00000000,22.68216766
355,25.797677,35.123451,8.2740727,7.6877674,0.00000000,22.81153071
356,25.805457,35.250730,8.2558923,7.5981051,0.00000000,22.81055240
357,25.769604,35.290342,8.2783527,7.5217898,0.00000000,22.58209202
358,25.635031,35.251732,8.2736859,7.4352240,0.00000000,22.49957637
359,25.587138,35.201273,8.2674700,7.4235838,0.00000000,23.03613161
360,25.618302,35.223447,8.2600171,7.3972977,0.00000000,23.48424938
361,25.811790,35.353275,8.3009001,7.4550127,0.00000000,22.40046811
362,25.877055,35.344882,8.3545601,7.4455318,0.00000000,22.78444733
363,25.841208,35.328429,8.3629039,7.4230357,0.00000000,22.66040565
364,25.528669,35.284300,8.3801401,7.4939380,0.00000000,22.81013422
365,25.486763,35.315382,8.3497223,7.5972531,0.00000000,22.54924586
366,25.431469,35.326394,8.3545692,7.4508969,0.00000000,22.57653062
367,25.603338,35.322485,8.3513455,7.3655772,0.00000000,22.36170718
368,25.696787,35.382181,8.3546584,7.2304313,0.00000000,22.79373841
369,25.682499,35.331973,8.3585206,7.4223523,0.00000000,23.20848210
370,25.529407,35.311179,8.3594880,7.4797656,0.00000000,22.70976202
371,25.448836,35.175968,8.3789631,7.5461402,0.00000000,22.37959728
372,25.532158,35.198500,8.3609918,7.5495436,0.00000000,22.25355335
373,25.568003,35.235969,8.3584211,7.4699351,0.00000000,22.30819289
374,25.538397,35.346292,8.3372087,7.3955277,0.00000000,23.17014814
375,25.301083,35.357195,8.3604983,7.4107115,0.00000000,22.28694769
376,25.339247,35.285515,8.3507549,7.4209173,0.00000000,22.01728792
377,25.419624,35.283000,8.3163865,7.5325763,0.00000000,23.05732128
378,25.695521,35.407247,8.2783674,7.3047829,0.00000000,22.70008169
379,25.713684,35.431506,8.3017312,7.4372975,0.00000000,22.91249788
380,25.512007,35.412522,8.3396244,7.1933627,0.00000000,22.81461956
381,25.351878,35.305885,8.3510363,7.2629295,0.00000000,22.95376954
382,25.311840,35.341099,8.3098194,7.1538448,0.00000000,22.40381544
383,25.320509,35.337978,8.3276025,7.4865867,0.00000000,23.73715767
384,25.306610,35.371195,8.3575300,7.5171915,0.00000000,22.41347638
385,25.397082,35.380108,8.3834490,7.4937877,0.00000000,22.96920235
386,25.560646,35.369439,8.3729416,7.3124492,0.00000000,22.49642112
387,25.748853,35.297103,8.3735886,7.4115673,0.00000000,22.41459604
