RecordID,Temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm),Air_temp(degC)
70,25.685325,35.044536,8.2188023,7.0177797,0.00102000,22.80941816
71,26.210466,35.101239,8.2337372,7.1181318,0.00102000,22.85787086
72,26.071375,35.229269,8.2636015,6.9816392,0.00102000,22.60905895
73,25.428173,35.154054,8.1935752,6.6930776,0.00102000,22.86009580
74,25.565393,35.118435,8.1988842,7.1288927,0.00102000,22.83466971
75,26.307634,35.154819,8.2026271,7.2903436,0.00102000,23.13756820
76,26.085622,35.068032,8.2445310,7.1473799,0.00102000,23.09803422
77,25.643278,34.981245,8.2079721,7.0278247,0.00102000,23.07245467
78,25.886690,35.371840,8.2031860,6.8837723,0.00102000,23.22997361
79,25.935230,35.215043,8.2725954,6.9900964,0.00102000,22.80747472
80,25.894577,35.098344,8.2258347,7.2043768,0.00102000,23.26611492
81,25.518915,35.334847,8.2511719,6.9505391,0.00102000,23.11175714
82,25.608515,35.182093,8.4019859,7.3107205,0.00102000,22.66951492
83,26.091463,35.022591,8.2698825,7.0138931,0.00102000,22.93603351
84,26.011292,35.188915,8.2770259,7.0445995,0.00102000,23.03258637
85,25.372628,35.248670,8.3893797,6.7501146,0.00102000,22.86240849
86,25.685317,35.263030,8.2629355,7.2055116,0.00102000,23.37759879
87,26.089192,35.080054,8.3887121,7.0357113,0.00102000,22.93020061
88,26.155956,35.108951,8.2503261,6.8700623,0.00102000,23.56508926
89,26.353975,35.039629,8.3449111,6.5672903,0.00102000,23.50293126
90,26.050576,35.135816,8.2663789,6.8998986,0.00102000,22.41357391
91,25.651877,35.298288,8.2074401,7.3360054,0.00102000,22.87247373
92,26.163168,35.187813,8.2111893,6.9834071,0.00102000,23.20888782
93,25.891749,35.090761,8.2497982,7.1126005,0.00102000,22.55489550
94,25.797580,35.088205,8.3194558,6.8368293,0.00102000,23.29201234
95,25.891004,35.059028,8.2521961,6.5454766,0.00102000,22.84400010
96,26.204686,35.185887,8.2673671,6.8708153,0.00102000,22.44738974
97,25.811299,35.236496,8.2076600,6.7949679,0.00102000,22.94655590
98,26.359058,35.227282,8.3356063,6.8341957,0.00000000,22.72792822
99,25.891549,35.080101,8.1716732,6.9665649,0.00000000,23.03095729
100,26.226439,35.376332,8.2249053,6.8480394,0.00000000,22.04627728
101,25.087828,35.153037,8.2781374,7.1019238,0.00000000,23.00802554
102,25.192836,35.316110,8.2576611,7.6697444,0.00000000,22.88666107
103,25.172865,35.197557,8.2732640,7.0115362,0.00000000,23.39323258
104,25.567009,35.349448,8.2547361,7.5358168,0.00000000,23.43258341
105,25.865393,35.149332,8.1813113,7.5404995,0.00000000,23.10863116
106,25.538786,35.154143,8.2891376,7.6901809,0.00000000,23.14464258
107,25.990540,35.358511,8.2723581,7.7304116,0.00000000,23.45543034
108,25.157567,35.259632,8.3691683,7.7479174,0.00000000,22.20192727
109,25.511981,35.106853,8.3671535,7.6381540,0.00000000,23.28100947
110,25.852990,34.963414,8.2840337,7.4163417,0.00000000,23.14206243
111,25.495176,35.181096,8.3283393,7.2616703,0.00000000,22.55730446
112,25.591676,35.204485,8.1993301,7.4315766,0.00000000,23.18009538
113,25.285542,35.272198,8.2810754,7.4538767,0.00000000,22.42904374
114,25.149563,35.206328,8.1632384,7.4595168,0.00000000,23.60519132
115,25.584833,35.242400,8.2507210,7.4548653,0.00000000,23.03295026
116,25.882029,35.085472,8.1745072,7.1862390,0.00000000,23.14717375
117,25.704934,35.332371,8.2039867,7.5278379,0.00000000,23.61496626
118,25.983577,35.437348,8.2510525,7.7766927,0.00000000,22.16440391
119,25.271477,35.337895,8.2466402,7.4098843,0.00000000,23.80473379
120,25.549884,35.187750,8.2127515,7.0122051,0.00000000,22.36564832
121,25.469887,35.283992,8.2196870,7.5386675,0.00000000,23.19167784
122,25.142842,35.151091,8.1848414,6.8850132,0.00000000,22.88954362
123,25.763538,35.334176,8.2544846,6.5547980,0.00000000,22.95159674
124,25.322264,35.156055,8.1389910,6.8002377,0.00000000,23.57701076
125,25.646939,35.151044,8.2654022,6.9623127,0.00000000,22.15064326
126,25.566068,35.133669,8.1917249,6.7040457,0.00000000,23.08886467
127,25.725828,35.028606,8.3151028,6.8717982,0.00000000,22.55131190
128,25.348726,35.084926,8.2449941,6.4992959,0.00000000,22.90887610
129,25.636532,35.237396,8.2313067,6.5036090,0.00000000,23.23294442
130,25.791452,35.189667,8.1658577,6.5527750,0.00000000,23.17790360
131,24.963715,35.284938,8.2071475,6.8312449,0.00000000,22.56797480
132,25.765615,35.240446,8.2083261,6.7134804,0.00000000,23.53665575
133,26.294925,35.187559,8.3376703,6.7714074,0.00000000,23.07374049
134,25.391005,35.313370,8.2217209,6.9630043,0.00000000,22.65028732
135,25.544317,35.293165,8.2113300,7.2866358,0.00000000,23.03872754
136,25.169398,35.267434,8.2403701,6.4636610,0.00000000,22.80943408
137,25.968460,35.335112,8.2457222,6.3472390,0.00000000,22.98380633
138,25.372596,35.073263,8.2661746,6.2801580,0.00000000,22.50790499
139,26.034029,35.216099,8.1885706,6.7200100,0.00000000,23.35335094
140,25.627388,35.414788,8.2955194,6.9842184,0.00000000,22.99972502
141,25.335614,35.280110,8.1832699,7.0253239,0.00000000,22.69318505
142,25.440510,35.351741,8.1791371,6.9062137,0.00000000,23.16345569
143,26.160130,35.335957,8.1750043,6.8733384,0.00000000,22.86993347
144,25.289176,35.223235,8.2908750,6.8416102,0.00000000,23.31188107
145,24.853219,35.228666,8.3012726,6.8550876,0.00000000,23.35518468
146,25.459898,35.338442,8.1815759,6.5366164,0.00000000,22.92754155
147,25.827413,35.028617,8.1638546,7.0036172,0.00000000,22.76778416
148,25.533954,35.323101,8.2691624,6.9345581,0.00000000,22.95115078
149,25.885321,35.077328,8.2103260,6.5978727,0.00000000,23.15812008
150,24.772515,35.085902,8.2464344,7.0912757,0.00000000,23.67463152
151,25.901407,35.198819,8.1712832,6.5650641,0.00000000,23.37718957
152,25.848480,35.089967,8.3140009,6.9903034,0.00000000,23.21021916
153,25.795553,35.121914,8.2379640,7.3331246,0.00000000,23.08227981
154,25.421819,35.269191,8.1829674,7.2524642,0.00000000,22.80601587
155,25.183037,35.444364,8.2544791,7.4382110,0.00000000,22.78347016
156,25.562530,35.286668,8.1654866,7.2006067,0.00000000,23.00322048
157,25.451941,35.322136,8.2339967,7.0686118,0.00000000,22.97257873
158,25.917088,35.364377,8.2443748,7.2713016,0.00000000,22.88480580
159,25.450585,35.251505,8.1854118,7.3162127,0.00000000,22.76019359
160,25.891292,35.383420,8.2515149,7.1653126,0.00000000,23.59029679
161,24.865439,35.403395,8.3097857,7.0089943,0.00000000,22.97821421
162,25.315300,35.311413,8.3535025,7.2993348,0.00000000,22.70651349
163,25.536859,35.430297,8.2842548,7.3411632,0.00000000,23.04032643
164,25.611946,35.151502,8.2435716,7.1534420,0.00000000,23.21139667
165,24.980692,35.068277,8.2583735,7.0917784,0.00000000,23.18898125
166,24.994340,35.177918,8.1888612,7.1465617,0.00000000,23.30591220
167,24.905155,35.311383,8.2807324,7.0923445,0.00000000,22.99578379
168,25.428018,35.178323,8.2728093,7.1534985,0.00000000,23.16024601
169,25.360588,35.104985,8.2600897,7.1502697,0.00000000,23.42234553
170,25.459352,35.294826,8.2556875,6.7250105,0.00000000,23.01366019
171,25.560470,35.174415,8.2344791,7.1321867,0.00000000,24.24500372
172,25.606388,35.303243,8.2283819,7.0554630,0.00000000,23.11538645
173,25.481504,35.075898,8.3349255,6.7423340,0.00000000,23.01621244
174,25.614554,35.097081,8.2306356,6.8602137,0.00000000,22.79967516
175,25.588783,35.317641,8.2490919,6.8620099,0.00000000,23.38807542
176,25.731834,35.334789,8.2821320,6.8244972,0.00000000,22.86989202
177,25.464802,35.349384,8.1860748,6.7521646,0.00000000,23.50363530
178,25.732835,35.524463,8.2489079,6.7566326,0.00000000,23.21387457
179,25.526652,35.297796,8.1772618,6.7292959,0.00000000,23.53113216
180,25.590827,35.293824,8.1820988,6.8440180,0.00000000,24.27793979
181,25.613279,35.342953,8.1426835,6.5968819,0.00000000,23.38208939
182,25.388254,35.339184,8.1671510,6.9532113,0.00000000,22.86583946
183,25.454995,35.273931,8.2676683,6.9521818,0.00000000,23.25942806
184,26.012588,35.284838,8.2894514,7.0514820,0.00000000,22.86267421
185,25.450141,35.209805,8.2114216,6.7021608,0.00000000,23.84434389
186,25.182068,35.102238,8.2089213,6.6247677,0.00000000,23.85828894
187,25.917237,35.201323,8.2552866,6.7415329,0.00000000,23.21790872
188,25.388918,35.276993,8.2680329,6.8326938,0.00000000,23.77266484
189,25.652726,35.291616,8.3805105,6.5805835,0.00000000,23.21655949
190,25.647844,35.231288,8.2088191,6.6322932,0.00000000,23.96897551
191,25.419949,35.151730,8.3124673,7.1005227,0.00000000,24.12885623
192,25.868161,35.221556,8.2546139,6.5633938,0.00000000,23.72309305
193,25.519299,35.174873,8.2398282,6.7634686,0.00000000,23.90582164
194,25.332671,35.280630,8.2125319,6.3008597,0.00000000,23.86909580
195,25.336886,35.392759,8.2567628,6.4443476,0.00000000,24.17527258
196,25.582109,35.223375,8.2314905,6.1393882,0.00000000,23.74854178
197,24.985033,35.403946,8.2789714,6.3434460,0.00000000,23.67380224
198,25.349950,35.294475,8.3079851,6.5569513,0.00000000,24.14961892
199,25.186361,35.293185,8.3098686,6.4478608,0.00000000,24.19255236
200,25.471726,35.294397,8.2404374,6.3576779,0.00000000,24.28253959
201,25.177179,35.334462,8.2303405,6.5346832,0.00000000,23.84239276
202,24.957700,35.198808,8.2348320,6.3100762,0.00000000,24.03330181
203,25.080153,35.138255,8.2393235,6.2937734,0.00000000,24.01008959
204,25.677338,35.080241,8.2445362,6.5248900,0.00000000,24.29970855
205,25.636733,35.398792,8.3024749,6.4375048,0.00000000,24.68165567
206,25.471867,35.263117,8.2950254,6.7471615,0.00000000,24.23095557
207,25.512525,35.322091,8.1914795,6.2306512,0.00000000,24.72092635
208,25.519712,35.330077,8.3400239,6.1382293,0.00000000,24.44523316
209,25.744484,35.497791,8.1197305,6.1963632,0.00000000,24.95842280
210,25.765150,35.398457,8.2723287,6.2660425,0.00000000,24.58676336
211,25.499822,35.231685,8.2464795,6.2865033,0.00000000,24.68378515
212,25.330295,35.282916,8.2547373,6.0676733,0.00000000,24.86677516
213,25.887592,35.305257,8.2188743,6.5508883,0.00000000,25.17757646
214,25.622028,35.403197,8.2869655,6.1399303,0.00000000,25.15849494
215,25.283642,35.018930,8.2095867,6.5163846,0.00000000,25.18904262
216,25.164674,35.232234,8.2145699,6.7360875,0.00000000,25.06262928
217,25.462369,35.193793,8.1857233,6.9256674,0.00000000,25.08040832
218,24.648040,35.201890,8.2176854,6.7777916,0.00000000,25.31950646
219,25.192996,35.222429,8.1434412,6.3963030,0.00000000,25.04000530
220,25.504376,35.206665,8.1589856,6.6270542,0.00000000,25.27392187
221,25.287450,34.992480,8.1872554,6.8449319,0.00000000,25.39109257
222,24.974039,35.009251,8.1865507,7.0213358,0.00000000,25.77732360
223,25.201711,34.917053,8.2092083,6.5295519,0.00000000,25.73090624
224,25.344570,34.809122,8.1296736,6.6809534,0.00000000,25.22464550
225,25.224052,34.707632,8.2215189,6.5845110,0.00000000,25.87519538
226,25.281412,34.737106,8.2073850,7.0529918,0.00000000,25.95859703
227,25.356525,34.755157,8.1654924,7.0417765,0.00000000,26.67829683
228,25.460419,34.922549,8.1714675,7.0456923,0.00000000,26.32966412
229,25.541578,35.105203,8.1916919,7.1398807,0.00000000,26.76141468
230,25.472307,34.934325,8.1681798,6.9486789,0.00000000,26.88725261
231,25.463375,34.840420,8.2064059,7.0579735,0.00000000,26.96729056
232,25.370787,34.920281,8.3213336,7.4534870,0.00000000,26.68087252
233,25.403477,34.705819,8.1669189,7.2122396,0.00000000,27.33207432
234,25.825620,34.701322,8.3380833,7.3325950,0.00000000,26.82439141
235,25.669942,34.595884,8.3471430,7.5355931,0.00000000,27.52007781
236,25.690701,34.997237,8.2497843,7.2401883,0.00000000,26.32488559
237,25.833371,34.717039,8.2754668,8.0047898,0.00000000,27.13000558
238,25.706985,34.691816,8.3795847,7.1498903,0.00000000,27.81594820
239,25.850979,34.865455,8.2508768,7.6373974,0.00000000,27.12564246
240,25.621393,34.887081,8.2236250,7.2770465,0.00000000,27.57669294
241,25.772233,34.908708,8.2625065,7.4914391,0.00000000,27.44836167
242,25.290031,34.967376,8.2622507,7.7214921,0.00000000,27.42178048
243,25.850323,34.679312,8.3077259,7.1334427,0.00000000,27.29136350
244,25.950810,34.905799,8.3284235,7.3659568,0.00000000,27.37840819
245,25.432661,34.659439,8.2816994,7.6035298,0.00000000,27.28847877
246,25.531573,35.090110,8.2792804,7.8060840,0.00000000,27.67089826
247,25.304829,34.691681,8.2304916,7.5290530,0.00000000,26.62450311
248,25.876657,34.922946,8.2886933,7.7359948,0.00000000,28.21235376
249,26.136525,34.768467,8.3564719,7.9743709,0.00000000,27.27316021
250,25.801985,34.729426,8.2801416,7.8235304,0.00000000,27.85371707
251,25.626021,34.688891,8.2699435,7.7434381,0.00000000,26.97137896
252,25.764121,34.877375,8.3093811,7.5358276,0.00000000,27.31928598
253,25.754053,34.857457,8.3855223,7.4825515,0.00000000,27.30750561
254,25.503414,34.874181,8.2926240,7.7509054,0.00000000,27.79845929
255,25.534344,34.951632,8.3627577,7.9658160,0.00000000,27.72733868
256,25.505660,34.715052,8.2207825,7.4610040,0.00000000,27.40037550
257,24.740840,34.815286,8.2476385,7.5357080,0.00000000,28.20565031
258,25.219655,34.980399,8.2614620,7.5811258,0.00000000,29.13220216
259,26.179373,34.944597,8.2970377,7.8478100,0.00000000,27.76670291
260,25.996040,34.962819,8.2712005,7.6555087,0.00000000,27.92714899
261,25.330643,34.949440,8.3419424,7.4362337,0.00000000,28.56429178
262,25.647915,34.707442,8.3414109,8.0071075,0.00000000,27.84631976
263,25.778911,35.066784,8.2433238,7.7572201,0.00000000,27.23905183
264,25.807659,35.125882,8.2718762,7.6334537,0.00000000,28.08556265
265,25.953786,34.896490,8.2707145,7.6663522,0.00000000,28.26375539
266,25.241686,34.977510,8.2337376,7.8336707,0.00000000,27.73476736
267,25.515611,34.897521,8.2675710,7.3802340,0.00000000,27.14712722
268,26.224892,35.064049,8.2982348,7.8637044,0.00000000,27.42234287
269,25.840636,34.795773,8.2304862,7.6093553,0.00000000,27.41811401
270,25.534345,35.089925,8.3941913,7.5518095,0.00000000,27.78645266
271,25.725980,35.083064,8.2964606,7.9696235,0.00000000,27.46301437
272,25.470529,34.919824,8.2891275,8.0768619,0.00000000,27.27765315
273,25.954262,35.161651,8.3892486,8.4866639,0.00000000,26.61072205
274,25.180754,34.976405,8.3961120,7.8010864,0.00000000,26.63044634
275,25.589735,35.132125,8.3474209,8.4744873,0.00000000,27.11276138
276,25.805580,34.995854,8.3056681,8.2114160,0.00000000,28.07910234
277,26.020220,34.990745,8.2709517,8.3800555,0.00000000,27.03548984
278,26.125206,34.966733,8.3217158,8.4423234,0.00000000,26.68087467
279,25.610221,35.096279,8.3245464,8.2239850,0.00000000,26.87267858
280,25.172779,35.091907,8.3064077,8.3736249,0.00000000,26.84967644
281,25.299307,35.043092,8.3595070,8.7101355,0.00000000,26.34591934
282,25.610126,35.049018,8.3415925,8.1412421,0.00000000,26.87498453
283,26.043615,34.848039,8.3751233,8.1977240,0.00000000,26.39668209
284,25.434845,35.218112,8.3053045,7.6797157,0.00000000,26.72119370
285,24.948720,35.140034,8.3371884,7.9513931,0.00000000,26.66041685
286,25.751331,35.166453,8.3356508,7.9818636,0.00000000,26.58013086
287,25.720929,35.159756,8.2747767,7.8570271,0.00000000,26.44677308
288,26.385120,35.041889,8.4143139,7.8967428,0.00000000,25.94122625
289,25.417403,35.192279,8.2462267,7.7182876,0.00000000,26.40250319
290,25.578781,34.968473,8.3754985,8.4515627,0.00000000,26.12839364
291,25.657838,35.163110,8.3261813,8.0062339,0.00000000,25.57343251
292,25.802366,35.236191,8.1957433,7.9906152,0.00000000,26.13015577
293,25.862752,35.204663,8.3102879,7.7322051,0.00000000,25.72227414
294,25.636224,35.062009,8.3939128,7.6942640,0.00000000,25.39435560
295,26.099136,34.971817,8.3542365,7.8377370,0.00000000,25.73797652
296,25.149839,35.224361,8.3785405,7.6474151,0.00000000,25.11463049
297,25.444395,35.143230,8.3370261,7.6458723,0.00000000,25.43242920
298,25.509450,35.009923,8.3598945,7.7731172,0.00000000,25.14675027
299,25.525400,35.124882,8.2900817,7.9409832,0.00000000,25.35040843
300,25.593526,35.238216,8.3377850,7.6119343,0.00000000,25.29451778
301,25.809925,35.166048,8.3611522,7.6815665,0.00000000,25.70942798
302,25.739407,35.121255,8.4384558,7.6052666,0.00000000,24.77418388
303,25.668890,35.081173,8.2860091,7.9652005,0.00000000,24.77947052
304,25.125453,35.199698,8.2581115,7.8455607,0.00000000,25.10107067
305,25.910398,35.130590,8.3183012,7.6987432,0.00000000,24.45853213
306,25.503365,35.110418,8.3534414,7.4709370,0.00000000,24.41974063
307,25.807804,35.090246,8.2835922,7.6093309,0.00000000,24.82063305
308,25.277116,35.136582,8.3864660,7.3911552,0.00000000,25.08217819
309,25.684965,35.214044,8.2864609,7.7448775,0.00000000,24.70622869
310,25.637693,35.276604,8.3616941,7.6296821,0.00000000,24.35359123
311,25.451513,35.105118,8.3737114,7.4173021,0.00000000,25.32702012
312,25.912642,35.183390,8.3235167,7.5252868,0.00000000,24.37238707
313,25.162879,35.125433,8.3133534,7.1957196,0.00000000,25.09646932
314,25.538686,35.044579,8.2721717,6.9146982,0.00000000,23.96212446
315,25.457302,35.273759,8.2643350,7.3074620,0.00000000,24.03491100
316,26.029292,35.254337,8.3220201,7.3111309,0.00000000,24.52907693
317,25.489296,35.199882,8.3043744,6.9472768,0.00000000,24.60584673
318,25.775655,35.168497,8.2744821,7.0072352,0.00000000,23.74412365
319,25.778554,35.307823,8.2960190,6.9622095,0.00000000,24.10478181
320,25.505591,35.258257,8.3063087,6.9726986,0.00000000,23.41226607
321,25.934537,35.071079,8.3337183,7.2490125,0.00000000,23.39878835
322,25.635252,35.177476,8.3645839,6.8950564,0.00000000,24.24083267
323,25.106087,35.195268,8.3046308,7.3876049,0.00000000,24.32862716
324,25.901315,35.210746,8.2910671,7.0113964,0.00000000,23.65693130
325,25.989048,35.327407,8.3188465,7.3413579,0.00000000,24.13573732
326,26.473948,35.192806,8.2633123,7.0837586,0.00000000,23.62575270
327,25.588936,35.241228,8.2484763,7.0265937,0.00000000,23.26020072
328,25.899787,35.152652,8.3298206,7.0844098,0.00000000,23.56109619
329,25.362958,35.062869,8.2772806,6.9734177,0.00000000,23.12286165
330,25.302273,35.266652,8.2143008,6.8517810,0.00000000,23.42180492
331,25.319553,35.264705,8.3175612,7.1152733,0.00000000,23.85793161
332,25.637631,35.111235,8.2683441,6.9044761,0.00000000,23.44749254
333,25.517333,35.331998,8.2879769,6.9910850,0.00000000,23.46596292
334,25.600141,35.186284,8.2479617,7.2365302,0.00000000,23.12252538
335,25.251537,35.111672,8.3058408,7.1334733,0.00000000,23.89030284
336,25.667984,35.201397,8.3494223,6.8288765,0.00000000,23.82510284
337,25.873506,35.140329,8.3477878,7.0925308,0.00000000,24.04910057
338,25.817894,35.141343,8.2841000,7.1917383,0.00000000,24.06568410
339,25.579071,35.352694,8.3082207,7.2219133,0.00000000,23.89683562
340,25.316260,35.098840,8.3324004,7.1245276,0.00000000,23.50378621
341,25.904888,35.255751,8.3500081,7.3413303,0.00000000,22.92278620
342,26.121160,35.038222,8.3128709,7.6505953,0.00000000,23.24445326
343,25.560414,35.238838,8.2995185,7.2455890,0.00000000,23.44991347
344,26.130585,35.083084,8.2850925,7.1656968,0.00000000,23.00986871
345,26.274166,35.054825,8.2840240,7.2610033,0.00000000,22.46652255
346,25.695190,35.119178,8.3453557,7.4956313,0.00000000,23.67168750
347,26.058683,35.064787,8.3210315,7.2883395,0.00000000,23.37255982
348,25.982809,35.140903,8.3398261,7.6582250,0.00000000,23.07886411
349,25.528429,35.400093,8.3838885,7.5688380,0.00000000,23.31805782
350,26.015623,35.263709,8.3105432,7.4317366,0.00000000,22.80788048
351,25.278903,35.155308,8.2236201,7.5789733,0.00000000,22.69984335
352,25.443558,35.227738,8.2623457,7.3914460,0.00000000,23.75517228
353,25.310729,35.087245,8.3010714,7.4669013,0.00000000,22.97193882
354,25.565874,35.054483,8.3255248,7.6687296,0.00000000,22.68216766
355,25.855493,35.105984,8.2496184,7.9119775,0.00000000,22.81153071
356,25.971663,35.209887,8.2470749,7.4825952,0.00000000,22.81055240
357,25.589216,35.436318,8.2709836,7.3997427,0.00000000,22.58209202
358,25.747932,35.224822,8.3169995,7.6830316,0.00000000,22.49957637
359,25.567944,35.094057,8.2330746,7.2228977,0.00000000,23.03613161
360,25.445538,35.284939,8.2523359,7.3648220,0.00000000,23.48424938
361,25.841424,35.291344,8.2946407,7.6041735,0.00000000,22.40046811
362,26.148408,35.483542,8.3557237,7.3960427,0.00000000,22.78444733
363,25.641334,35.259760,8.4133158,7.3363793,0.00000000,22.66040565
364,25.733883,35.241984,8.3196722,7.5366850,0.00000000,22.81013422
365,25.210790,35.351155,8.4074323,7.6087496,0.00000000,22.54924586
366,25.515616,35.353008,8.3220624,7.6463247,0.00000000,22.57653062
367,25.568001,35.275020,8.3342129,7.0976164,0.00000000,22.36170718
368,25.726397,35.339426,8.3977612,7.3527905,0.00000000,22.79373841
369,25.795962,35.532098,8.3320010,7.2408870,0.00000000,23.20848210
370,25.525138,35.124395,8.3457996,7.6733794,0.00000000,22.70976202
371,25.267121,35.277043,8.4006634,7.5250303,0.00000000,22.37959728
372,25.554249,35.126466,8.3904263,7.4400109,0.00000000,22.25355335
373,25.775104,35.191992,8.2918858,7.6835895,0.00000000,22.30819289
374,25.374656,35.389450,8.3929513,7.2862048,0.00000000,23.17014814
375,25.465430,35.457434,8.3267891,7.2167889,0.00000000,22.28694769
376,25.063162,35.224702,8.3617545,7.7291408,0.00000000,22.01728792
377,25.489150,35.174409,8.3637211,7.3168222,0.00000000,23.05732128
378,25.706561,35.449888,8.2236839,7.5517658,0.00000000,22.70008169
379,25.890853,35.597445,8.2476971,7.0457606,0.00000000,22.91249788
380,25.543639,35.247186,8.4338125,7.7143662,0.00000000,22.81461956
381,25.101528,35.392935,8.3373637,6.8199612,0.00000000,22.95376954
382,25.410468,35.277533,8.2819326,7.2544612,0.00000000,22.40381544
383,25.423525,35.352830,8.3101620,7.3871121,0.00000000,23.73715767
384,25.127534,35.383572,8.3907130,7.8181867,0.00000000,22.41347638
385,25.368771,35.377184,8.3717150,7.3462757,0.00000000,22.96920235
386,25.694940,35.379569,8.3879191,7.3169007,0.00000000,22.49642112
387,25.618226,35.351563,8.3591906,7.2741712,0.00000000,22.41459604
